#,94,95,96,97,98,1,2,3,4,5,6,7,101,102,103,104,105,106,107,108,109,110,111,112,201,202,203,204,205,206,207,208,301,302,303
0,-100,-100,0,0,0,10,0,15,-20,0,15,-20,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,顺畅,20,20004
1,-100,-100,0,0,0,10,0,15,-20,0,15,-20,10,10,10,10,10,10,0,0,0,0,0,0,5,5,5,5,5,5,5,5,滞碍,-20,20006
2,-100,-100,0,0,0,10,0,15,-20,0,15,-20,10,10,10,10,10,10,0,0,0,0,0,0,10,5,5,5,5,5,10,5,逆阻,-30,20008
3,-100,-100,0,0,0,10,0,15,-20,0,15,-20,10,10,10,10,10,10,0,0,0,0,0,0,15,5,10,10,10,5,15,10,紊乱,-50,20007
4,-100,-100,0,0,0,10,0,15,-20,0,15,-20,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,20,10,绝断,-80,20010
5,-100,-100,0,0,0,20,0,14,-18,0,14,-18,15,17,19,21,19,14,15,14,19,15,14,21,30,10,15,15,15,10,30,15,0,0,0
6,-100,-100,0,0,0,20,0,14,-18,0,14,-18,20,24,28,32,28,18,20,18,28,20,18,32,40,10,15,15,15,10,40,15,0,0,0
7,-100,-100,0,0,0,20,0,14,-18,0,14,-18,25,31,37,43,37,22,25,22,37,25,22,43,50,15,20,20,20,15,50,20,0,0,0
8,-100,-100,0,0,0,20,0,14,-18,0,14,-18,30,38,46,54,46,26,30,26,46,30,26,54,60,15,25,25,25,15,60,25,0,0,0
9,-100,-100,0,0,0,20,0,14,-18,0,14,-18,35,45,55,65,55,30,35,30,55,35,30,65,70,15,30,30,30,15,70,30,0,0,0
10,-100,-100,0,0,0,20,0,13,-16,0,13,-16,40,52,64,76,64,34,40,34,64,40,34,76,100,25,50,50,50,25,100,50,0,0,0
11,-100,-100,0,0,0,20,0,13,-16,0,13,-16,45,59,73,87,73,38,45,38,73,45,38,87,105,30,55,55,55,30,105,55,0,0,0
12,-100,-100,0,0,0,20,0,13,-16,0,13,-16,50,66,82,98,82,42,50,42,82,50,42,98,110,30,55,55,55,30,110,55,0,0,0
13,-100,-100,0,0,0,20,0,13,-16,0,13,-16,55,73,91,109,91,46,55,46,91,55,46,109,115,30,60,60,60,30,115,60,0,0,0
14,-100,-100,0,0,0,20,0,13,-16,0,13,-16,60,80,100,120,100,50,60,50,100,60,50,120,120,35,60,60,60,35,120,60,0,0,0
15,-100,-100,0,0,0,30,0,12,-14,0,12,-14,70,90,110,120,110,55,70,55,110,70,55,120,130,35,65,65,65,35,130,65,0,0,0
16,0,0,50,0,0,70,0,14,-14,0,14,-14,80,100,120,120,120,60,80,60,120,80,60,120,140,35,65,65,65,35,140,65,0,0,0
17,0,0,75,0,0,70,0,14,-14,0,14,-14,90,110,120,120,120,65,90,65,120,90,65,120,150,40,70,70,70,40,150,70,0,0,0
18,0,0,90,0,0,70,0,14,-14,0,14,-14,100,120,120,120,120,70,100,70,120,100,70,120,160,40,75,75,75,40,160,75,0,0,0
19,0,0,90,0,0,70,0,14,-14,0,14,-14,110,120,120,110,120,75,110,75,120,110,75,115,170,40,80,80,80,40,170,80,0,0,0
20,0,0,90,0,0,70,0,12,-12,0,12,-12,120,120,120,100,120,80,120,80,120,120,80,110,200,50,100,100,100,50,200,100,0,0,0
21,0,0,90,0,0,70,0,12,-12,0,12,-12,120,120,118,99,118,81,120,81,118,120,81,110,205,55,105,105,105,60,205,105,0,0,0
22,0,0,90,0,0,70,0,12,-12,0,12,-12,120,120,116,98,116,82,120,82,116,120,82,110,210,55,105,105,105,60,210,105,0,0,0
23,0,0,90,0,0,70,0,12,-12,0,12,-12,120,120,114,97,114,83,120,83,114,120,83,110,215,55,110,110,110,60,215,110,0,0,0
24,0,0,90,0,0,70,0,12,-12,0,12,-12,120,120,112,96,112,84,120,84,112,120,84,110,220,60,110,110,110,70,220,110,0,0,0
25,0,0,90,0,0,70,0,10,-10,0,10,-10,120,120,110,95,110,85,120,85,110,120,85,110,230,60,115,115,115,70,230,115,0,0,0
26,0,0,90,0,0,70,0,10,-10,0,10,-10,120,120,108,94,108,86,120,86,108,120,86,110,240,60,115,115,115,70,240,115,0,0,0
27,0,0,90,0,0,70,0,10,-10,0,10,-10,120,120,106,93,106,87,120,87,106,120,87,110,250,65,120,120,120,80,250,120,0,0,0
28,0,0,90,0,0,70,0,10,-10,0,10,-10,120,120,104,92,104,88,120,88,104,120,88,110,260,65,125,125,125,80,260,125,0,0,0
29,0,0,90,0,0,70,0,10,-10,0,10,-10,120,120,102,91,102,89,120,89,102,120,89,110,270,65,130,130,130,80,270,130,0,0,0
30,0,-25,75,0,0,70,0,-10,10,0,-10,10,120,120,100,90,100,90,120,90,100,120,90,110,300,75,150,150,150,100,300,150,0,0,0
31,0,-25,75,0,0,70,0,-10,10,0,-10,10,120,118,99,90,99,91,120,91,99,118,91,109,305,80,155,155,155,110,305,155,0,0,0
32,0,-25,75,0,0,70,0,-10,10,0,-10,10,120,116,98,90,98,92,120,92,98,116,92,108,310,80,155,155,155,110,310,155,0,0,0
33,0,-25,75,0,0,70,0,-10,10,0,-10,10,120,114,97,90,97,93,120,93,97,114,93,107,315,80,160,160,160,110,315,160,0,0,0
34,0,-25,75,0,0,70,0,-10,10,0,-10,10,120,112,96,90,96,94,120,94,96,112,94,106,320,85,160,160,160,120,320,160,0,0,0
