#,94,95,96,97,98,1,2,3,4,5,6,7,101,102,103,104,105,106,107,108,109,110,111,112,201,202,203,204,205,206,207,208,301,302,303
16,0,0,50,0,0,90,0,14,-14,0,14,-14,80,100,120,120,120,60,80,60,120,80,60,120,140,35,65,65,65,35,140,65,0,0,0
17,0,0,75,0,0,90,0,14,-14,0,14,-14,90,110,120,120,120,65,90,65,120,90,65,120,150,40,70,70,70,40,150,70,0,0,0
18,0,0,90,0,0,90,0,14,-14,0,14,-14,100,120,120,120,120,70,100,70,120,100,70,120,160,40,75,75,75,40,160,75,0,0,0
19,0,0,90,0,0,90,0,14,-14,0,14,-14,110,120,120,110,120,75,110,75,120,110,75,115,170,40,80,80,80,40,170,80,0,0,0
20,0,0,90,0,0,90,0,12,-12,0,12,-12,120,120,120,100,120,80,120,80,120,120,80,110,200,50,100,100,100,50,200,100,0,0,0
21,0,0,90,0,0,90,0,12,-12,0,12,-12,120,120,118,99,118,81,120,81,118,120,81,110,205,55,105,105,105,60,205,105,0,0,0
22,0,0,90,0,0,90,0,12,-12,0,12,-12,120,120,116,98,116,82,120,82,116,120,82,110,210,55,105,105,105,60,210,105,0,0,0
23,0,0,90,0,0,90,0,12,-12,0,12,-12,120,120,114,97,114,83,120,83,114,120,83,110,215,55,110,110,110,60,215,110,0,0,0
24,0,0,90,0,0,90,0,12,-12,0,12,-12,120,120,112,96,112,84,120,84,112,120,84,110,220,60,110,110,110,90,220,110,0,0,0
25,0,0,90,0,0,90,0,10,-10,0,10,-10,120,120,110,95,110,85,120,85,110,120,85,110,230,60,115,115,115,90,230,115,0,0,0
26,0,0,90,0,0,90,0,10,-10,0,10,-10,120,120,108,94,108,86,120,86,108,120,86,110,240,60,115,115,115,90,240,115,0,0,0
27,0,0,90,0,0,90,0,10,-10,0,10,-10,120,120,106,93,106,87,120,87,106,120,87,110,250,65,120,120,120,80,250,120,0,0,0
28,0,0,90,0,0,90,0,10,-10,0,10,-10,120,120,104,92,104,88,120,88,104,120,88,110,260,65,125,125,125,80,260,125,0,0,0
29,0,0,90,0,0,90,0,10,-10,0,10,-10,120,120,102,91,102,89,120,89,102,120,89,110,290,65,130,130,130,80,270,130,0,0,0
